Ver1.3	1050454778	StartFile	8/6/2020	3:51:53 PM	E:\BehavioralExperiments\Rizzo\RatData_Rizzo\Rawdata\080620B\SoundData.txt	1050454778
1051204020	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1051204020
1051204221	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1051204221
1051213586	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051213586
1051213790	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-7kHz	40	2	1051213790
1051216295	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1051216295
1051216497	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1051216497
1051225318	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051225318
1051225522	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-5kHz	40	2	1051225522
1051228326	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1051228326
1051228528	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1051228528
1051236629	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051236629
1051236833	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-3kHz	40	2	1051236833
1051239579	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1051239579
1051239781	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1051239781
1051248122	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051248122
1051248324	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-2kHz	40	2	1051248324
1051250829	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1051250829
1051251031	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1051251031
1051259253	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051259253
1051259454	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1051259454
1051262628	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1051262628
1051262831	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	1051262831
1051272970	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051272970
1051273171	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundShort	40	2	1051273171
1051287650	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1051287650
1051287852	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1051287852
1051293425	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051293425
1051297998	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1051297998
1051298198	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1051298198
1051303655	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051303655
1051307508	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1051307508
1051307708	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1051307708
1051312680	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051312680
1051312883	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051312883
1051315929	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051315929
1051316130	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051316130
1051325502	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051325502
1051325704	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051325704
1051328444	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051328444
1051328645	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051328645
1051336385	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051336385
1051336588	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051336588
1051339033	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051339033
1051339235	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051339235
1051348779	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051348779
1051348982	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051348982
1051351246	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051351246
1051351448	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051351448
1051360452	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051360452
1051360657	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051360657
1051363098	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051363098
1051363300	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051363300
1051371280	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051371280
1051371485	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051371485
1051373988	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051373988
1051374190	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051374190
1051383073	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051383073
1051383276	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051383276
1051385780	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051385780
1051385982	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051385982
1051393855	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051393855
1051394059	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051394059
1051396791	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051396791
1051396994	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051396994
1051404914	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051404914
1051405131	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051405131
1051407569	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051407569
1051407771	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051407771
1051415925	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051415925
1051416142	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051416142
1051418762	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051418762
1051418971	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051418971
1051427655	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051427655
1051427860	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051427860
1051430665	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051430665
1051430867	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051430867
1051439268	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051439268
1051439471	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051439471
1051441915	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051441915
1051442117	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051442117
1051451000	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051451000
1051451206	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051451206
1051453948	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051453948
1051454152	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051454152
1051462310	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051462310
1051462515	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-11kHz	40	2	1051462515
1051465142	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051465142
1051465344	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051465344
1051473503	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051473503
1051473706	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1051473706
1051476631	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051476631
1051476833	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051476833
1051485054	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051485054
1051485257	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1051485257
1051487941	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051487941
1051488144	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051488144
1051497689	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051497689
1051497893	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1051497893
1051500216	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051500216
1051500430	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051500430
1051510745	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051510745
1051510948	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1051510948
1051513632	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051513632
1051513835	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051513835
1051522477	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051522477
1051522680	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1051522680
1051525124	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051525124
1051525326	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051525326
1051533547	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051533547
1051533749	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1051533749
1051536684	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1051536684
1051536887	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1051536887
1051544919	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1051544919
1051545119	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1051545119
1051560261	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051560261
1051563270	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1051563270
1051563471	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1051563471
1051569948	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051569948
1051572838	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1051572838
1051573039	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1051573039
1051579995	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051579995
1051582884	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1051582884
1051583085	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1051583085
1051591909	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051591909
1051592114	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1051592114
1051594677	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1051594677
1051594879	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1051594879
1051602618	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051602618
1051602822	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1051602822
1051605867	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1051605867
1051606068	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1051606068
1051612248	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051612248
1051612452	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1051612452
1051616215	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1051616215
1051616418	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1051616418
1051628070	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051628070
1051628273	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1051628273
1051631680	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1051631680
1051631881	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	1051631881
1051637755	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051637755
1051637957	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1051637957
1051641004	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1051641004
1051641207	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1051641207
1051650512	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051650512
1051650715	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1051650715
1051654182	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1051654182
1051654383	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1051654383
1051664289	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051664289
1051664494	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1051664494
1051667416	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1051667416
1051667618	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1051667618
1051678067	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051678067
1051678283	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1051678283
1051681497	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1051681497
1051681710	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1051681711
1051693649	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051693649
1051693852	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1051693852
1051696658	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1051696658
1051696859	Triggered	8,52,53,54,55,56,	 File_beep4	40	2	1051696859
1051707861	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1051707861
1051708063	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-11kHz	40	2	1051708063
