Ver1.3	433349789	StartFile	7/30/2020	12:26:48 PM	E:\BehavioralExperiments\Gerald\RawData\073020\SoundData.txt	433349789
434198535	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	434198535
434208350	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	434208350
434217067	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	434217067
434229762	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	434229762
434239989	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	434239989
434293237	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	434293237
434302262	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	434302262
434311769	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	434311769
434321455	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	434321455
434333429	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	434333429
434353823	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	434353823
434365083	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	434365083
434380358	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	434380358
434394558	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	434394558
434412005	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	434412005
434423737	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	434423737
434432883	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	434432883
434445465	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	434445465
434456769	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	434456769
434467417	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	434467417
434527762	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	434527762
434548100	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	434548100
434569037	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	434569037
