Ver1.3	176524051	StartFile	7/27/2020	1:06:22 PM	E:\BehavioralExperiments\Gerald\RawData\072720\SoundData.txt	176524051
177393429	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	177393429
177403417	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177403417
177412021	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	177412021
177423813	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177423814
177432537	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	177432537
177444570	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177444570
177453355	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177453355
177517853	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	177517853
177534218	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177534218
177550102	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177550102
177559547	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177559547
177571401	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177571401
177586629	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177586629
177602385	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177602385
177623563	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177623563
177648231	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177648231
177663333	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177663333
177685111	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177685111
177711585	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	177711585
177724101	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	177724101
177737458	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	177737458
178198700	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	178198700
178217881	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	178217881
178234006	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	178234006
178265050	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	178265050
178274859	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	178274859
178284725	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	178284725
178300608	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	178300608
178362098	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	178362098
178375395	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	178375395
