Ver1.3	349716496	StartFile	7/29/2020	1:12:55 PM	E:\BehavioralExperiments\Gerald\RawData\072920\SoundData.txt	349716496
350278492	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350278492
350287516	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350287516
350311162	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350311162
350321270	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350321270
350329213	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350329213
350337935	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350337935
350348043	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350348043
350356105	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350356105
350366995	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350366995
350375659	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350375659
350383361	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350383361
350407066	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350407066
350419533	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350419533
350430772	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350430772
350448100	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350448100
350456884	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350456884
350467172	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350467172
350476077	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350476077
350485583	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350485583
350497811	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350497811
350507242	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350507242
350517652	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350517652
350526134	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350526134
350536061	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350536061
350544726	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350544726
350556758	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350556758
350565543	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350565543
350577034	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350577034
350587563	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350587563
350598635	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350598635
350608862	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350608862
350620473	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350620473
350631243	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350631243
350641351	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350641351
350659468	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350659468
350670050	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350670050
350681964	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350681964
350731600	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350731600
350743033	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350743033
350754344	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350754344
350767400	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350767400
350778651	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350778651
350793996	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350793996
350804462	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350804462
350817937	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350817937
350828165	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350828165
350843568	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350843568
350864145	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350864145
350878766	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350878766
350890439	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	350890439
350904938	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350904938
350923831	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350923831
350935810	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350935810
350950014	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350950014
350961915	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	350961915
350975154	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	350975154
350986041	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	350986041
351003978	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	351003978
351017508	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	351017508
351106262	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	351106262
351161003	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	351161003
351568265	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	351568265
351615916	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	351615916
351662363	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	351662363
351688836	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	351688836
351705864	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	351705864
351742083	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	351742083
351758509	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	351758509
