Ver1.3	175022591	StartFile	7/24/2020	9:33:24 AM	E:\BehavioralExperiments\Ratzo\RatData_Ratzo\Rawdata\072420A\SoundData.txt	175022591
175618160	Triggered	6,47,48,49,50,51,	 NoSound	40	2	175618160
175618361	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	175618361
175631925	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175631925
175632127	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	175632127
175637224	Triggered	6,47,48,49,50,51,	 NoSound	40	2	175637224
175637443	Triggered	6,47,48,49,50,51,	 File_beep2	40	2	175637443
175654667	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175654667
175654868	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	175654868
175664908	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	175664908
175668925	Triggered	2,37,38,39,40,41,	 NoSound	40	2	175668925
175669127	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	175669127
175677951	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	175677951
175678153	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	175678153
175681320	Triggered	8,52,53,54,55,56,	 NoSound	40	2	175681320
175681520	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	175681520
175689382	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	175689382
175689584	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	175689584
175725122	Triggered	4,42,43,44,45,46,	 NoSound	40	2	175725122
175725325	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	175725325
175733002	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175733002
175733207	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	175733207
175737274	Triggered	4,42,43,44,45,46,	 NoSound	40	2	175737274
175737475	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	175737475
175744854	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175744854
175745058	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	175745058
175749910	Triggered	4,42,43,44,45,46,	 NoSound	40	2	175749910
175750111	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	175750111
175758151	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175758151
175758354	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	175758354
175762123	Triggered	6,47,48,49,50,51,	 NoSound	40	2	175762123
175767417	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175767417
175767619	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	175767619
175772246	Triggered	4,42,43,44,45,46,	 NoSound	40	2	175772246
175772448	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	175772448
175780835	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175780835
175781051	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	175781051
175785288	Triggered	6,47,48,49,50,51,	 NoSound	40	2	175785288
175789919	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175789919
175790120	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	175790120
175794312	Triggered	4,42,43,44,45,46,	 NoSound	40	2	175794312
175794513	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	175794513
175801411	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175801411
175801627	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	175801627
175817597	Triggered	2,37,38,39,40,41,	 NoSound	40	2	175817597
175823732	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	175823732
175823934	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	175823934
175827223	Triggered	8,52,53,54,55,56,	 NoSound	40	2	175827223
175827423	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	175827423
175837931	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	175837931
175838133	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	175838133
175851829	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175851829
175855273	Triggered	6,47,48,49,50,51,	 NoSound	40	2	175855273
175855476	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	175855476
175871565	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175871565
175871768	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	175871768
175874819	Triggered	4,42,43,44,45,46,	 NoSound	40	2	175874819
175879626	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175879626
175879830	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	175879830
175883000	Triggered	4,42,43,44,45,46,	 NoSound	40	2	175883000
175887870	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175887870
175888085	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	175888085
175891479	Triggered	6,47,48,49,50,51,	 NoSound	40	2	175891479
175891682	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	175891682
175908927	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175908927
175909129	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	175909129
175912056	Triggered	4,42,43,44,45,46,	 NoSound	40	2	175912056
175916629	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175916629
175916832	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	175916832
175923427	Triggered	4,42,43,44,45,46,	 NoSound	40	2	175923427
175938350	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175938350
175938552	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	175938552
175941906	Triggered	6,47,48,49,50,51,	 NoSound	40	2	175941906
175942108	Triggered	6,47,48,49,50,51,	 File_beep5	40	2	175942108
175956036	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	175956036
175956237	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	175956237
175970055	Triggered	2,37,38,39,40,41,	 NoSound	40	2	175970055
175970260	Triggered	2,37,38,39,40,41,	 File_beep3	40	2	175970260
175980343	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	175980343
175980545	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	175980545
175983592	Triggered	8,52,53,54,55,56,	 NoSound	40	2	175983592
175983794	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	175983794
176010675	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	176010675
176010876	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	176010876
176024987	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176024987
176028898	Triggered	6,47,48,49,50,51,	 NoSound	40	2	176028898
176029100	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	176029100
176044360	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176044360
176044564	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	176044564
176048391	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176048391
176048592	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176048592
176056514	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176056514
176056731	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	176056731
176060424	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176060424
176060625	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176060625
176068547	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176068547
176068763	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	176068763
176072758	Triggered	6,47,48,49,50,51,	 NoSound	40	2	176072758
176072960	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	176072960
176085934	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176085934
176086136	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	176086136
176089365	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176089365
176089566	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176089566
176096704	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176096704
176096905	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	176096905
176101397	Triggered	6,47,48,49,50,51,	 NoSound	40	2	176101397
176101600	Triggered	6,47,48,49,50,51,	 File_beep4	40	2	176101600
176119748	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176119748
176119949	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	176119949
176123239	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176123239
176123439	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176123439
176130517	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176130517
176130718	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	176130718
176141226	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	176141226
176144897	Triggered	2,37,38,39,40,41,	 NoSound	40	2	176144897
176145098	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	176145098
176151035	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	176151035
176151236	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	176151236
176154465	Triggered	8,52,53,54,55,56,	 NoSound	40	2	176154465
176154668	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	176154668
176168121	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	176168121
176168322	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	176168322
176179552	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176179552
176183042	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176183042
176183245	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	176183245
176194714	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176194714
176194918	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	176194918
176198023	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176198023
176198226	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	176198226
176211019	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176211019
176211223	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	176211223
176214508	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176214508
176214710	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	176214710
176227564	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176227564
176227768	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	176227768
176230934	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176230934
176231136	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	176231136
176245494	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176245494
176245697	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	176245697
176249106	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176249106
176249309	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	176249309
176261198	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176261198
176261400	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	176261400
176264447	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176264447
176264650	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	176264650
176276479	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176276479
176276681	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	176276681
176280029	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176280029
176280232	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	176280232
176295011	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176295011
176295211	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	176295211
176309571	Triggered	2,37,38,39,40,41,	 NoSound	40	2	176309571
176309775	Triggered	2,37,38,39,40,41,	 File_beep2	40	2	176309775
176318595	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	176318595
176318798	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	176318798
176321964	Triggered	8,52,53,54,55,56,	 NoSound	40	2	176321964
176322166	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	176322166
176332375	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	176332375
176332575	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	176332575
176346753	Triggered	6,47,48,49,50,51,	 NoSound	40	2	176346753
176346956	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	176346956
176356079	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176356079
176356283	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	176356283
176359568	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176359568
176359771	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	176359771
176372022	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176372022
176372226	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	176372226
176375332	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176375332
176375534	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	176375534
176388508	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176388508
176388711	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	176388711
176391578	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176391578
176391779	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	176391779
176403429	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176403429
176403633	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	176403633
176406678	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176406678
176406880	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	176406880
176420577	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176420577
176420779	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	176420779
176423846	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176423846
176424050	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	176424050
176436280	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176436280
176436482	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	176436482
176440686	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176440686
176440889	Triggered	4,42,43,44,45,46,	 File_beep4	40	2	176440889
176453427	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176453427
176453627	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	176453627
176473163	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	176473163
176476833	Triggered	2,37,38,39,40,41,	 NoSound	40	2	176476833
176477051	Triggered	2,37,38,39,40,41,	 File_beep4	40	2	176477051
176486879	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	176486879
176487082	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	176487082
176490789	Triggered	8,52,53,54,55,56,	 NoSound	40	2	176490789
176490992	Triggered	8,52,53,54,55,56,	 File_beep2	40	2	176490992
176499696	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	176499696
176499898	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	176499898
176510644	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176510644
176514495	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176514495
176514695	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176514695
176521896	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176521896
176522099	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	176522099
176527433	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176527433
176527634	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176527634
176535855	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176535855
176536058	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	176536058
176540607	Triggered	6,47,48,49,50,51,	 NoSound	40	2	176540607
176540809	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	176540809
176554994	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176554994
176555196	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	176555197
176559018	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176559018
176559218	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176559218
176567923	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176567923
176568125	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	176568125
176572315	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176572315
176572516	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176572516
176580557	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176580557
176580759	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	176580759
176586272	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176586272
176586472	Triggered	4,42,43,44,45,46,	 File_beep1	40	2	176586472
176596329	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176596329
176596531	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	176596531
176604563	Triggered	6,47,48,49,50,51,	 NoSound	40	2	176604563
176604765	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	176604765
176619427	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176619427
176619629	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	176619629
176632541	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	176632541
176636211	Triggered	2,37,38,39,40,41,	 NoSound	40	2	176636211
176641746	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	176641746
176641947	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	176641947
176645598	Triggered	8,52,53,54,55,56,	 NoSound	40	2	176645598
176645812	Triggered	8,52,53,54,55,56,	 File_beep1	40	2	176645812
176655643	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	176655643
176655844	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	176655844
176670745	Triggered	6,47,48,49,50,51,	 NoSound	40	2	176670745
176670962	Triggered	6,47,48,49,50,51,	 File_beep3	40	2	176670962
176683560	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176683560
176683764	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	176683764
176690058	Triggered	4,42,43,44,45,46,	 NoSound	40	2	176690058
176690260	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	176690260
176701310	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	176701310
