Ver1.3	1381306315	StartFile	8/10/2020	11:46:05 AM	E:\BehavioralExperiments\Gerald\RawData\081020\SoundData.txt	1381306315
1382889395	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1382889395
1382889595	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1382889595
1382920922	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1382920922
1382925194	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1382925194
1382925408	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1382925408
1382961954	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1382961954
1382965026	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1382965026
1382965227	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1382965227
1382990535	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1382990535
1382995408	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1382995408
1382995608	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1382995608
1383008945	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1383008945
1383015863	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1383015863
1383016064	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1383016064
1383027357	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1383027357
1383027573	Triggered	5,23,24,25,26,27,28,29,30,31,	 PureTone-1kHz	40	2	1383027573
1383030606	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1383030606
1383030807	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1383030807
1383062199	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1383062199
1383062400	Triggered	5,23,24,25,26,27,28,29,30,31,	 StopSoundLong	40	2	1383062400
1383075489	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1383075489
1383089267	Triggered	6,47,48,49,50,51,	 NoSound	40	2	1383089267
1383089468	Triggered	6,47,48,49,50,51,	 File_beep1	40	2	1383089468
1383101179	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1383101179
1383104307	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1383104307
1383104509	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1383104509
1383128314	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1383128314
1383132226	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1383132226
1383132428	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1383132428
1383227407	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1383227407
1383230956	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1383230956
1383231158	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1383231158
1383259776	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1383259776
1383259978	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-9kHz	40	2	1383259978
1383263627	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1383263627
1383263843	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1383263843
1383292086	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1383292086
1383292288	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-7kHz	40	2	1383292288
1383295876	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1383295876
1383296078	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1383296078
1383319039	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1383319039
1383319241	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-5kHz	40	2	1383319241
1383322770	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1383322770
1383322972	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1383322972
1383347798	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1383347798
1383348000	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-3kHz	40	2	1383348000
1383351470	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1383351470
1383351671	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1383351671
1383375115	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1383375115
1383375316	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-2kHz	40	2	1383375316
1383378792	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1383378792
1383378994	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1383378994
1383401714	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1383401714
1383401916	Triggered	1,14,15,16,17,18,19,20,21,22,	 PureTone-1kHz	40	2	1383401916
1383405683	Triggered	4,42,43,44,45,46,	 NoSound	40	2	1383405683
1383405884	Triggered	4,42,43,44,45,46,	 File_beep3	40	2	1383405884
1383428541	Triggered	1,14,15,16,17,18,19,20,21,22,	 NoSound	40	2	1383428541
1383428742	Triggered	1,14,15,16,17,18,19,20,21,22,	 StopSoundShort	40	2	1383428742
1383597305	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1383597305
1383606932	Triggered	2,37,38,39,40,41,	 NoSound	40	2	1383606932
1383607133	Triggered	2,37,38,39,40,41,	 File_beep1	40	2	1383607133
1383630949	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1383630949
1383638898	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1383638898
1383639101	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1383639101
1383697060	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1383697060
1383703800	Triggered	8,52,53,54,55,56,	 NoSound	40	2	1383703800
1383704001	Triggered	8,52,53,54,55,56,	 File_beep3	40	2	1383704001
1383838931	Triggered	5,23,24,25,26,27,28,29,30,31,	 NoSound	40	2	1383838931
